ID,Name,Height,Weight,Age,Sex,Profession,Salary
13374,Бирюковa Роксана,171.0,77.0,78,ж,программист,125000
13375,Красильниковa Виталина,170.0,63.0,88,ж,продавец,225000
13376,Шестаковa Цветана,182.0,61.0,84,ж,инженер,289000
13377,Сухановa Алёна,184.0,51.0,76,ж,инженер,52000
13378,Шиловa Магдалена,176.0,62.0,39,ж,сантехник,424000
13379,Мельниковa Василиса,155.0,41.0,51,ж,бухгалтер,171000
13380,Мясниковa Светлана,161.0,58.0,47,ж,автослесарь,176000
13381,Масловa Раиса,180.0,65.0,19,ж,врач,146000
13382,Гущинa Алеся,183.0,69.0,70,ж,программист,287000
13383,Ситниковa Гелла,173.0,44.0,51,ж,бухгалтер,400000
13384,Калашниковa Динара,157.0,76.0,63,ж,студент,118000
13385,Владимировa Олеся,176.0,56.0,79,ж,автослесарь,228000
13386,Селиверстовa Олеся,162.0,73.0,46,ж,бухгалтер,10000
13387,Марковa Надежда,160.0,66.0,69,ж,программист,258000
13388,Алексеевa Иоанна,158.0,59.0,46,ж,врач,339000
13389,Колобовa Вита,163.0,66.0,32,ж,бухгалтер,315000
13390,Меркушевa Ирина,181.0,55.0,33,ж,инженер,76000
13391,Щукинa Калерия,181.0,51.0,87,ж,врач,152000
13392,Борисовa Милада,163.0,53.0,46,ж,сантехник,83000
13393,Кудряшовa Лада,167.0,44.0,85,ж,сантехник,465000
13394,Егоровa Есения,171.0,56.0,49,ж,автослесарь,210000
13395,Михайловa Радмила,162.0,40.0,59,ж,программист,336000
13396,Беляевa Иванна,158.0,42.0,39,ж,инженер,382000
13397,Дорофеевa Вероника,160.0,73.0,56,ж,инженер,288000
13398,Фадеевa Надежда,155.0,67.0,83,ж,бухгалтер,12000
13399,Сорокинa Анастасия,175.0,49.0,73,ж,программист,242000
13400,Михеевa Владислава,181.0,43.0,72,ж,врач,495000
13401,Никифоровa Полина,178.0,73.0,79,ж,инженер,421000
13402,Гурьевa Агата,,58.0,75,ж,сантехник,224000
13403,Шубинa Глафира,159.0,53.0,43,ж,продавец,423000
13404,Лапинa Лара,158.0,52.0,33,ж,инженер,482000
13405,Савинa Марина,156.0,62.0,77,ж,бухгалтер,420000
13406,Лыткинa Акулина,167.0,60.0,65,ж,студент,199000
13407,Никитинa Маргарита,170.0,57.0,48,ж,инженер,180000
13408,Щербаковa Кира,156.0,68.0,27,ж,студент,374000
13409,Лыткинa Эдита,175.0,47.0,26,ж,преподаватель,122000
13410,Шубинa Регина,180.0,67.0,78,ж,бухгалтер,103000
13411,Сидоровa Дарина,162.0,42.0,74,ж,программист,286000
13412,Агафоновa Есения,,74.0,34,ж,врач,242000
13413,Сазоновa Гертруда,,46.0,39,ж,преподаватель,260000
13414,Большаковa Леся,165.0,76.0,76,ж,продавец,18000
13415,Тимофеевa Надежда,168.0,42.0,60,ж,инженер,311000
13416,Иванковa Инга,165.0,73.0,44,ж,автослесарь,12000
13417,Дорофеевa Марта,177.0,60.0,29,ж,сантехник,294000
13418,Федотовa Александрина,182.0,75.0,88,ж,автослесарь,404000
13419,Белоусовa Тамила,166.0,40.0,43,ж,продавец,104000
13420,Черновa Клавдия,,62.0,21,ж,преподаватель,339000
13421,Вороновa Соня,,65.0,89,ж,автослесарь,327000
13422,Тимофеевa Валерия,175.0,60.0,48,ж,инженер,190000
13423,Новиковa Динара,184.0,53.0,68,ж,программист,492000
13424,Устиновa Ванда,155.0,72.0,31,ж,автослесарь,130000
13425,Муравьёвa Зоряна,184.0,79.0,48,ж,инженер,214000
13426,Туровa Марта,183.0,50.0,71,ж,продавец,276000
13427,Марковa Вета,172.0,76.0,45,ж,преподаватель,37000
13428,Ефремовa Мила,171.0,53.0,67,ж,инженер,264000
13429,Калининa Наталия,172.0,59.0,42,ж,преподаватель,466000
13430,Ильинa Альбина,163.0,45.0,43,ж,врач,365000
13431,Шаровa Вета,168.0,67.0,54,ж,врач,56000
13432,Никифоровa Стелла,178.0,46.0,69,ж,преподаватель,414000
13433,Громовa Кира,167.0,73.0,36,ж,сантехник,496000
13434,Егоровa Илона,155.0,48.0,42,ж,инженер,101000
13435,Прохоровa Вилена,,63.0,40,ж,сантехник,193000
13436,Пановa Марьяна,172.0,67.0,80,ж,автослесарь,202000
13437,Брагинa Гелла,179.0,62.0,58,ж,преподаватель,474000
13438,Ждановa Нина,171.0,53.0,49,ж,студент,91000
13439,Журавлёвa Дарина,167.0,69.0,69,ж,программист,364000
13440,Юдинa Калерия,174.0,66.0,35,ж,инженер,68000
13441,Колесниковa Дария,169.0,62.0,24,ж,автослесарь,264000
13442,Одинцовa Валентина,169.0,42.0,57,ж,студент,416000
13443,Русаковa София,156.0,64.0,67,ж,сантехник,20000
13444,Мишинa Ираида,170.0,69.0,86,ж,сантехник,294000
13445,Мартыновa Наталия,182.0,54.0,67,ж,автослесарь,248000
13446,Якушевa Прасковья,155.0,55.0,60,ж,программист,367000
13447,Дорофеевa Вероника,166.0,51.0,76,ж,студент,194000
13448,Кулагинa Мира,179.0,58.0,87,ж,студент,162000
13449,Красильниковa Лилия,,73.0,89,ж,сантехник,127000
13450,Максимовa Юлия,165.0,42.0,72,ж,автослесарь,77000
13451,Аксёновa Любовь,168.0,79.0,72,ж,бухгалтер,301000
13452,Прохоровa Наталья,178.0,59.0,64,ж,преподаватель,69000
13453,Овчинниковa Анжелика,166.0,64.0,88,ж,врач,440000
13454,Нестеровa Ярина,165.0,78.0,21,ж,автослесарь,286000
13455,Воробьёвa Татьяна,167.0,69.0,57,ж,инженер,438000
13456,Ждановa Аксинья,161.0,48.0,30,ж,автослесарь,174000
13457,Молчановa Цветана,180.0,72.0,34,ж,сантехник,381000
13458,Кудряшовa Мира,174.0,76.0,84,ж,бухгалтер,101000
13459,Назаровa Марфа,167.0,52.0,74,ж,инженер,177000
13460,Кузнецовa Нина,164.0,42.0,65,ж,сантехник,68000
13461,Гуляевa Анжелика,165.0,72.0,23,ж,студент,285000
13462,Евсеевa Дарья,184.0,63.0,69,ж,сантехник,248000
13463,Герасимовa Есения,172.0,69.0,80,ж,врач,56000
13464,Владимировa Катерина,,71.0,65,ж,врач,366000
13465,Ларионовa Стефания,181.0,52.0,42,ж,сантехник,135000
13466,Филатовa Нелли,164.0,56.0,46,ж,бухгалтер,301000
13467,Бобровa Роксана,170.0,42.0,59,ж,бухгалтер,67000
13468,Цветковa Аполлинария,176.0,55.0,26,ж,врач,147000
13469,Селиверстовa Раяна,169.0,48.0,30,ж,сантехник,293000
13470,Семёновa Марьяна,176.0,75.0,31,ж,инженер,399000
13471,Большаковa Юлиана,178.0,69.0,79,ж,продавец,296000
13472,Родионовa Божена,166.0,71.0,89,ж,автослесарь,285000
13473,Григорьевa Павлина,160.0,56.0,69,ж,врач,126000
13474,Трофимовa Василина,159.0,68.0,73,ж,сантехник,442000
13475,Воронцовa Мирослава,184.0,51.0,61,ж,сантехник,401000
13476,Андреевa Дарина,181.0,59.0,89,ж,врач,124000
13477,Ждановa Ульяна,157.0,73.0,64,ж,автослесарь,312000
13478,Сафоновa Агата,,66.0,59,ж,продавец,196000
13479,Матвеевa Леся,177.0,69.0,47,ж,программист,328000
13480,Богдановa Лилия,166.0,64.0,76,ж,инженер,342000
13481,Вороновa Анастасия,170.0,79.0,77,ж,сантехник,53000
13482,Александровa Луиза,168.0,41.0,68,ж,врач,16000
13483,Андреевa Наталия,169.0,54.0,42,ж,преподаватель,37000
13484,Федотовa Маргарита,161.0,51.0,84,ж,программист,403000
13485,Семёновa Иванна,176.0,67.0,85,ж,программист,76000
13486,Костинa Алёна,165.0,43.0,87,ж,врач,171000
13487,Рябовa Лада,165.0,51.0,75,ж,студент,465000
13488,Евдокимовa Богдана,184.0,66.0,46,ж,инженер,63000
13489,Казаковa Роза,158.0,68.0,54,ж,продавец,26000
13490,Исаевa Дария,164.0,55.0,69,ж,студент,62000
13491,Ершовa Олеся,162.0,61.0,45,ж,продавец,76000
13492,Мышкинa Ева,163.0,46.0,36,ж,инженер,493000
13493,Черновa Эвелина,174.0,49.0,40,ж,инженер,13000
13494,Дмитриевa Домника,179.0,44.0,34,ж,студент,231000
13495,Одинцовa Варвара,183.0,45.0,39,ж,инженер,296000
13496,Кондратьевa Ирина,,43.0,21,ж,студент,280000
13497,Устиновa Викторина,169.0,47.0,23,ж,автослесарь,182000
13498,Агафоновa Светлана,175.0,64.0,32,ж,программист,350000
13499,Борисовa Инна,,49.0,63,ж,инженер,291000
13500,Доронинa Калерия,178.0,65.0,87,ж,бухгалтер,95000
13501,Мироновa Илга,160.0,54.0,67,ж,бухгалтер,182000
13502,Иванковa Владислава,157.0,71.0,42,ж,программист,81000
13503,Гущинa Иоанна,158.0,61.0,22,ж,продавец,65000
13504,Бобылёвa Ия,179.0,69.0,50,ж,инженер,158000
13505,Дементьевa Акулина,173.0,56.0,48,ж,продавец,125000
13506,Юдинa Анастасия,184.0,52.0,46,ж,программист,445000
13507,Афанасьевa Есения,162.0,53.0,28,ж,сантехник,341000
13508,Евсеевa Олеся,155.0,46.0,48,ж,инженер,182000
13509,Князевa Клара,166.0,62.0,58,ж,продавец,280000
13510,Гришинa Лия,158.0,55.0,75,ж,инженер,154000
13511,Сорокинa Агнесса,158.0,51.0,21,ж,автослесарь,429000
13512,Самойловa Елена,170.0,47.0,70,ж,преподаватель,61000
13513,Селезнёвa Роксана,169.0,47.0,21,ж,бухгалтер,467000
13514,Смирновa Людмила,,44.0,26,ж,автослесарь,23000
13515,Смирновa Руслана,177.0,55.0,30,ж,бухгалтер,299000
13516,Якушевa Ника,172.0,45.0,26,ж,преподаватель,247000
13517,Наумовa Лина,167.0,56.0,46,ж,продавец,128000
13518,Вороновa Раяна,162.0,44.0,83,ж,продавец,302000
13519,Туровa Амалия,183.0,68.0,86,ж,инженер,431000
13520,Пановa Стелла,170.0,70.0,79,ж,врач,17000
13521,Громовa Аврора,165.0,56.0,75,ж,автослесарь,36000
13522,Якушевa Жанна,,77.0,63,ж,автослесарь,202000
13523,Мухинa Валерия,,54.0,23,ж,продавец,233000
13524,Овчинниковa Калерия,158.0,73.0,23,ж,бухгалтер,389000
13525,Беляковa Божена,169.0,43.0,86,ж,врач,309000
13526,Емельяновa Зоряна,183.0,44.0,84,ж,автослесарь,196000
13527,Трофимовa Милица,,66.0,78,ж,преподаватель,50000
13528,Галкинa Фаина,175.0,69.0,24,ж,сантехник,206000
13529,Красильниковa Дора,182.0,49.0,46,ж,бухгалтер,118000
13530,Авдеевa Эдита,175.0,60.0,70,ж,врач,160000
13531,Некрасовa Эвелина,162.0,73.0,87,ж,преподаватель,169000
13532,Куликовa Элеонора,164.0,56.0,50,ж,врач,225000
13533,Ивановa Пелагея,171.0,45.0,67,ж,инженер,50000
13534,Богдановa Аделия,,64.0,48,ж,инженер,455000
13535,Устиновa Серафима,180.0,46.0,57,ж,студент,420000
13536,Меркушевa Ефросинья,171.0,40.0,76,ж,сантехник,49000
13537,Симоновa Милица,175.0,42.0,24,ж,программист,139000
13538,Кабановa Руслана,173.0,78.0,64,ж,студент,79000
